anatomy_keyword	description	Uberon_term_ID	Uberon_term_name
FMA:18637	A maturing ovarian follicle that has two more more layers of granulosa cells, up to the onset of antrum formation.	UBERON:0000036	secondary ovarian follicle
FMA:18640	A spherical aggregation of cells in the ovary that contains a single oocyte[WP,modified].	UBERON:0001305	ovarian follicle
FMA:18641	A follicle that has reached the most mature stage of folliculogenesis, characterized by the presence of the antrum	UBERON:0000037	tertiary ovarian follicle
FMA:18656	A layer of the ovarian follicle that consists of theca cells.	UBERON:0000155	theca cell layer
FMA:18657	The theca externa is the outer layers of the theca folliculi. It contains abundant collagen and is mainly supportive.	UBERON:0000156	theca externa
FMA:18658	Theca interna cells express receptors for luteinizing hormone, which when activated will stimulate the production of androstenedione from cholesterol by the enzyme desmolase. Androstenedione ultimately gives the granulosa cells the precursor substrate for estrogen manufacturing.	UBERON:0000157	theca interna
FMA:18659	A cluster of cells that project into the cavity of the mature ovarian follicle. It is released with the embedded oocyte during ovulation. In order for fertilization to occur this layer must be penetrated by the spermatocyte. [WP,modified].	UBERON:0001306	cumulus oophorus
FMA:18660	A layer of the ovarian follicle that consists of granulosa cells.	UBERON:0005170	granulosa cell layer
FMA:18661	Fan shaped white matter mass comprised of afferent and efferent fibers from the cerebral cortex arranged in radially arrayed bundles, converging towards the internal capsule (Carpenter, Core Text of Neuroanatomy, 3rd ed, 1985, pg. 30; Heimer, The Human Brain and Spinal Cord, 2nd ed., 1995, pg 84).	UBERON:0004682	corona radiata of neuraxis
FMA:18662	A capsule that surrounds a female gonad.	UBERON:0001307	capsule of ovary
FMA:18665	The fluid surrounding the ovum and granulosa cells in the ovarian follicle.	UBERON:0000038	follicular fluid
FMA:18674	A glycoprotein membrane surrounding the plasma membrane of an oocyte. It is a vital constitutive part of the latter, external but not extraneous to it. The zona pellucida first appears in multilaminar primary oocytes.	UBERON:0000086	zona pellucida
FMA:18675	Region of ovarian follicle filled with follicular fluid.	UBERON:0000039	follicular antrum
FMA:18691	A remnant of the Mesonephric duct that can be found next to the ovary and fallopian tube.	UBERON:0011283	epoophoron
FMA:18692	A collection of a few scattered rudimentary tubules child, situated in the broad ligament between the epoophoron and the uterus.	UBERON:0013249	paroophoron
FMA:18696	In connection with the fimbriae of the uterine tube, or with the broad ligament close to them, there are frequently one or more small pedunculated vesicles. These are termed the vesicular appendages of the epoophoron.	UBERON:0013250	vesicular appendage of epoophoron
FMA:18697		UBERON:0007180	atretic follicle of ovary
FMA:18805	The external iliac artery is a large artery in the pelvic region that carries blood to the lower limb. The external iliac artery is a paired artery, meaning there is one on each side of the body: a right external iliac artery and left external iliac artery. The external iliac artery is accompanied by the external iliac vein, which is located posterior to the artery. [WP,unvetted].	UBERON:0001308	external iliac artery
FMA:18808	The internal iliac artery (formerly known as the hypogastric artery) is the main artery of the pelvis. [WP,unvetted].	UBERON:0001309	internal iliac artery
FMA:18820	The umbilical artery is a paired artery (with one for each half of the body) that is found in the abdominal and pelvic regions. In the fetus, it extends into the umbilical cord. [WP,unvetted].	UBERON:0001310	umbilical artery
FMA:18821		UBERON:0005470	right umbilical artery
FMA:18822		UBERON:0005458	left umbilical artery
FMA:18823	An artery that supplies blood to the lower urinary bladder.	UBERON:0001311	inferior vesical artery
FMA:18829	the branch of the internal iliac artery that supplies the uterus and the upper part of the vagina	UBERON:0002493	uterine artery
FMA:18835	The internal pudendal artery is an artery that branches off the internal iliac artery, providing blood to the external genitalia. The internal pudendal artery is the terminal branch of the anterior trunk of the internal iliac artery. It is smaller in the female than in the male.	UBERON:0007315	internal pudendal artery
FMA:18839	An artery that supplies blood to the upper urinary bladder.	UBERON:0001312	superior vesical artery
FMA:18845	The iliolumbar artery is a branch of the posterior trunk of the internal iliac artery. [WP,unvetted].	UBERON:0001313	iliolumbar artery
FMA:18865	The obturator artery passes antero-inferiorly (forwards and downwards) on the lateral wall of the pelvis, to the upper part of the obturator foramen, and, escaping from the pelvic cavity through the obturator canal, it divides into both an anterior and a posterior branch. [WP,unvetted].	UBERON:0001314	obturator artery
FMA:18868	The superior gluteal artery (gluteal artery) is the largest branch of the internal iliac artery, and appears to be the continuation of the posterior division of that vessel. It is a short artery which runs backward between the lumbosacral trunk and the first sacral nerve, and, passing out of the pelvis above the upper border of the Piriformis, immediately divides into a superficial and a deep branch. Within the pelvis it gives off a few branches to the Iliacus, Piriformis, and Obturator internus, and just previous to quitting that cavity, a nutrient artery which enters the ilium. [WP,unvetted].	UBERON:0001315	superior gluteal artery
FMA:18883	A large vein that connects the femoral vein to the common iliac vein. Their origin is at the inferior margin of the inguinal ligaments and they terminate when they join the internal iliac veins (to form the common iliac veins). Both external iliac veins are accompanied along their course by external iliac arteries. [WP,modified].	UBERON:0001316	external iliac vein
FMA:18884	A vein that begins near the upper part of the greater sciatic foramen, passes upward behind and slightly medial to the hypogastric artery and, at the brim of the pelvis, joins with the external iliac to form the common iliac vein. [WP,unvetted].	UBERON:0001317	internal iliac vein
FMA:18890		UBERON:0001318	inferior vesical vein
FMA:18899	One the veins that drains the vaginal venous plexus, into the hypogastric veins. [WP,modified].	UBERON:0001319	vaginal vein
FMA:18902	The iliolumbar vein is the vena comitans of the iliolumbar artery. The obturator nerve crosses superficial to it. A single vein is found more commonly than a double vein. It drains vertebral segments four and five. It is closely related to the ascending lumbar vein. [WP,unvetted].	UBERON:0001320	iliolumbar vein
FMA:18914	The obturator vein begins in the upper portion of the adductor region of the thigh and enters the pelvis through the upper part of the obturator foramen, in the obturator canal. It runs backward and upward on the lateral wall of the pelvis below the obturator artery, and then passes between the ureter and the hypogastric artery, to end in the hypogastric vein. It has an anterior and posterior branch (similar to obturator artery). [WP,unvetted].	UBERON:0001321	obturator vein
FMA:18917	Accompanying vein of internal pudendal artery.	UBERON:0018252	internal pudendal vein
FMA:18930	An artery in males that provides blood to the vas deferens. The artery usually arises from the anterior trunk of the superior vesical artery. It accompanies the vas deferens into the testis, where it anastomoses with the testicular artery. In this way it also supplies blood to the testis and epididymis. A small branch supplies the ureter[WP].	UBERON:0005192	deferent duct artery
FMA:18933	The hemorrhoidal plexus (or rectal venous plexus) surrounds the rectum, and communicates in front with the vesical venous plexus in the male, and the uterovaginal plexus in the female. A free communication between the portal and systemic venous systems is established through the hemorrhoidal plexus.	UBERON:0008887	rectal venous plexus
FMA:18934	The vesical plexus envelops the lower part of the bladder and the base of the prostate and communicates with the pudendal and prostatic plexuses. It is drained, by means of several vesical veins, into the hypogastric veins.	UBERON:0008888	vesical venous plexus
FMA:19034	A large nerve that supplies nearly the whole of the skin of the leg, the muscles of the back of the thigh, and those of the leg and foot. It begins in the lower back and runs through the buttock and down the lower limb.	UBERON:0001322	sciatic nerve
FMA:19035	The tibial nerve is a branch of the sciatic nerve. The tibial nerve passes through the popliteal fossa to pass below the arch of soleus. In the popliteal fossa the nerve gives off branches to gastrocnemius, popliteus, soleus and plantaris muscles, an articular branch to the knee joint, and a cutaneous branch that will become the sural nerve. The sural nerve is joined by fibres from the common peroneal nerve and runs down the calf to supply the lateral side of the foot. Below the soleus muscle the nerve lies close to the tibia and supplies the tibialis posterior, the flexor digitorum longus and the flexor hallucis longus. The nerve passes into the foot running posterior to the medial malleolus. Here it is bound down by the flexor retinaculum in company with the posterior tibial artery. [WP,unvetted].	UBERON:0001323	tibial nerve
